date,inventory_payment,shipping_cost,processing_fee,marketing_expense,platform_fee,fixed_costs,total_outflows
2018-02-13,0.0,4432.28,876.55785,5581.188,2790.594,1666.6666666666667,15347.286516666665
2018-02-14,0.0,6185.33,938.4662000000001,8618.856,4309.428,1666.6666666666667,21718.74686666667
2018-02-15,0.0,5565.49,1159.9595,7508.942,3754.471,1666.6666666666667,19655.529166666667
2018-02-16,880951.923,4763.63,1146.5398,6317.088,3158.544,1666.6666666666667,898004.3914666666
2018-02-17,0.0,4432.76,1340.54375,5854.848000000001,2927.4240000000004,1666.6666666666667,16222.242416666668
2018-02-18,0.0,4445.37,1194.5678500000001,5789.408,2894.704,1666.6666666666667,15990.716516666667
2018-02-19,0.0,5481.35,1034.6448,6670.098,3335.049,1666.6666666666667,18187.80846666667
2018-02-20,0.0,5921.9,1178.1798000000001,8470.604,4235.302,1666.6666666666667,21472.652466666666
2018-02-21,0.0,5480.46,1208.1349,7517.674000000001,3758.8370000000004,1666.6666666666667,19631.77256666667
2018-02-22,0.0,5875.05,1165.56265,7406.004,3703.002,1666.6666666666667,19816.28531666667
2018-02-23,0.0,4648.26,1538.3564000000001,6614.592000000001,3307.2960000000003,1666.6666666666667,17775.17106666667
2018-02-24,0.0,4018.82,1222.5251500000002,5645.8,2822.9,1666.6666666666667,15376.711816666666
2018-02-25,0.0,5711.32,1126.0459,6953.036,3476.518,1666.6666666666667,18933.58656666667
2018-02-26,0.0,6329.51,1149.5673000000002,9992.92,4996.46,1666.6666666666667,24135.12396666667
2018-02-27,0.0,6789.78,1212.0381,9388.238000000001,4694.119000000001,1666.6666666666667,23750.84176666667
2018-02-28,0.0,6742.2,1368.7086000000002,10444.556,5222.278,1666.6666666666667,25444.409266666666
2018-03-01,0.0,6491.28,1790.1152500000003,9174.582,4587.291,1666.6666666666667,23709.93491666667
2018-03-02,0.0,5597.07,1783.3291000000002,7474.706,3737.353,1666.6666666666667,20259.124766666668
2018-03-03,0.0,4937.43,1597.74195,6205.738,3102.869,1666.6666666666667,17510.445616666668
2018-03-04,0.0,4909.09,1288.19495,7470.200000000001,3735.1000000000004,1666.6666666666667,19069.251616666672
2018-03-05,0.0,7013.39,1216.3445,8926.088000000002,4463.044000000001,1666.6666666666667,23285.53316666667
2018-03-06,0.0,6797.26,1281.2814,9194.248,4597.124,1666.6666666666667,23536.58006666667
2018-03-07,0.0,6333.2699999999995,1448.9370000000001,8494.232000000002,4247.116000000001,1666.6666666666667,22190.22166666667
2018-03-08,0.0,5665.47,1575.9324000000001,6731.972000000001,3365.9860000000003,1666.6666666666667,19006.02706666667
2018-03-09,0.0,5311.07,1545.3427500000003,6743.298,3371.649,1666.6666666666667,18638.026416666668
2018-03-10,0.0,4582.85,1404.9896,6114.932000000001,3057.4660000000003,1666.6666666666667,16826.90426666667
2018-03-11,0.0,5297.92,1017.0370000000001,7323.67,3661.835,1666.6666666666667,18967.128666666667
2018-03-12,0.0,5274.18,1009.2103000000002,7155.7660000000005,3577.8830000000003,1666.6666666666667,18683.705966666672
