date,inventory_payment,shipping_cost,processing_fee,marketing_expense,platform_fee,fixed_costs,total_outflows
2018-03-13,0.0,6025.67,1224.0865000000001,8240.416000000001,4120.2080000000005,1666.6666666666667,21277.047166666667
2018-03-14,0.0,4795.05,1462.84985,5664.768,2832.384,1666.6666666666667,16421.718516666668
2018-03-15,0.0,7088.67,1208.2826000000002,10271.028,5135.514,1666.6666666666667,25370.16126666667
2018-03-16,1035422.1810000001,5901.95,1451.2200500000001,7713.1,3856.55,1666.6666666666667,1056011.6677166668
2018-03-17,0.0,3918.36,1131.0621,4800.042,2400.021,1666.6666666666667,13916.151766666668
2018-03-18,0.0,4957.05,1568.2404500000002,7215.276,3607.638,1666.6666666666667,19014.87111666667
2018-03-19,0.0,7923.67,1100.51865,10508.656,5254.328,1666.6666666666667,26453.83931666667
2018-03-20,0.0,7105.2300000000005,1099.3720500000002,8507.342,4253.671,1666.6666666666667,22632.28171666667
2018-03-21,0.0,6704.57,1461.6479500000003,9258.800000000001,4629.400000000001,1666.6666666666667,23721.08461666667
2018-03-22,0.0,5870.38,1824.2238000000002,7397.9580000000005,3698.9790000000003,1666.6666666666667,20458.20746666667
2018-03-23,0.0,4933.65,1354.6004500000001,6838.4220000000005,3419.2110000000002,1666.6666666666667,18212.55011666667
2018-03-24,0.0,3923.65,1512.1960000000001,5542.284,2771.142,1666.6666666666667,15415.938666666667
2018-03-25,0.0,4635.5,1161.307,6038.56,3019.28,1666.6666666666667,16521.31366666667
2018-03-26,0.0,6169.28,1191.6387000000002,8378.878,4189.439,1666.6666666666667,21595.90236666667
2018-03-27,0.0,5888.76,1206.41955,8123.732,4061.866,1666.6666666666667,20947.444216666667
2018-03-28,0.0,4665.18,1219.9904500000002,6869.724000000001,3434.8620000000005,1666.6666666666667,17856.42311666667
2018-03-29,0.0,4611.22,1485.3188000000002,6690.952000000001,3345.4760000000006,1666.6666666666667,17799.63346666667
2018-03-30,0.0,4135.26,1225.9758,5213.814,2606.907,1666.6666666666667,14848.623466666666
2018-03-31,0.0,3849.44,1065.1707500000002,5810.634,2905.317,1666.6666666666667,15297.228416666667
2018-04-01,0.0,4792.34,1150.2851500000002,6837.8,3418.9,1666.6666666666667,17865.991816666665
2018-04-02,0.0,7601.7,923.1351500000001,9446.382000000001,4723.191000000001,1666.6666666666667,24361.07481666667
2018-04-03,0.0,5824.0,1188.2661,8418.786,4209.393,1666.6666666666667,21307.11176666667
2018-04-04,0.0,5585.09,1398.4376000000002,8713.564,4356.782,1666.6666666666667,21720.540266666667
2018-04-05,0.0,6160.01,1680.3717000000001,8443.834,4221.917,1666.6666666666667,22172.79936666667
2018-04-06,0.0,4450.51,1355.2154000000003,6391.594000000001,3195.7970000000005,1666.6666666666667,17059.783066666667
2018-04-07,0.0,3497.4900000000002,1511.65245,5802.972000000001,2901.4860000000003,1666.6666666666667,15380.267116666668
2018-04-08,0.0,4413.83,1350.7858,5576.722000000001,2788.3610000000003,1666.6666666666667,15796.365466666668
2018-04-09,0.0,6474.09,946.5151500000002,11156.564,5578.282,1666.6666666666667,25822.11781666667
2018-04-10,0.0,4664.7,1186.2893,6507.0560000000005,3253.5280000000002,1666.6666666666667,17278.239966666668
2018-04-11,0.0,6384.98,1072.0787,9281.19,4640.595,1666.6666666666667,23045.51036666667
2018-04-12,0.0,5827.81,2003.8683,7989.076,3994.538,1666.6666666666667,21481.95896666667
2018-04-13,0.0,5194.8,1153.74945,6967.122,3483.561,1666.6666666666667,18465.89911666667
2018-04-14,0.0,3552.17,1599.1321500000001,4479.574,2239.787,1666.6666666666667,13537.329816666666
2018-04-15,0.0,6018.23,1261.36815,7279.874000000001,3639.9370000000004,1666.6666666666667,19866.07581666667
2018-04-16,1039145.9759999999,6932.75,1044.49415,9458.996000000001,4729.4980000000005,1666.6666666666667,1062978.3808166666
2018-04-17,0.0,5920.94,937.0977000000001,8515.004,4257.502,1666.6666666666667,21297.21036666667
2018-04-18,0.0,6823.02,1481.9164500000002,9261.730000000001,4630.865000000001,1666.6666666666667,23864.198116666674
2018-04-19,0.0,6556.68,1628.98575,9927.376,4963.688,1666.6666666666667,24743.396416666666
2018-04-20,0.0,4297.15,1557.2455500000003,6516.398000000001,3258.1990000000005,1666.6666666666667,17295.65921666667
2018-04-21,0.0,3499.55,1617.6468000000002,4493.178,2246.589,1666.6666666666667,13523.630466666667
2018-04-22,0.0,4640.91,1367.5844,6398.358,3199.179,1666.6666666666667,17272.698066666668
2018-04-23,0.0,6689.03,1018.9056500000002,8872.658000000001,4436.329000000001,1666.6666666666667,22683.589316666672
2018-04-24,0.0,6813.89,928.0477500000002,9972.128,4986.064,1666.6666666666667,24366.796416666668
2018-04-25,0.0,6346.22,1387.5918000000001,9458.272,4729.136,1666.6666666666667,23587.886466666667
2018-04-26,0.0,5213.05,1508.48845,7324.522000000001,3662.2610000000004,1666.6666666666667,19374.98811666667
2018-04-27,0.0,5962.72,1668.4965500000003,9328.798,4664.399,1666.6666666666667,23291.08021666667
2018-04-28,0.0,3381.05,1659.2219000000002,5360.392,2680.196,1666.6666666666667,14747.526566666666
2018-04-29,0.0,3636.58,1174.7354500000001,4587.856,2293.928,1666.6666666666667,13359.766116666666
2018-04-30,0.0,5310.95,1593.9294,8153.552000000001,4076.7760000000003,1666.6666666666667,20801.87406666667
2018-05-01,0.0,5258.4,1061.0071500000001,7646.42,3823.21,1666.6666666666667,19455.703816666668
2018-05-02,0.0,6206.6,932.5312500000001,8952.864,4476.432,1666.6666666666667,22235.09391666667
2018-05-03,0.0,7077.95,1394.8487000000002,9915.592,4957.796,1666.6666666666667,25012.853366666666
2018-05-04,0.0,5763.17,1440.3109000000002,9098.82,4549.41,1666.6666666666667,22518.377566666666
2018-05-05,0.0,4225.34,1539.70495,6450.404,3225.202,1666.6666666666667,17107.31761666667
2018-05-06,0.0,4415.69,1542.4773,6540.7880000000005,3270.3940000000002,1666.6666666666667,17436.015966666666
2018-05-07,0.0,8133.07,1483.4883,12213.008000000002,6106.504000000001,1666.6666666666667,29602.73696666667
2018-05-08,0.0,6882.56,1322.70495,10908.652000000002,5454.326000000001,1666.6666666666667,26234.90961666667
2018-05-09,0.0,7370.26,1358.32445,10186.296000000002,5093.148000000001,1666.6666666666667,25674.695116666673
2018-05-10,0.0,7338.6,2078.8999000000003,11543.85,5771.925,1666.6666666666667,28399.94156666667
2018-05-11,0.0,5390.82,1986.0316000000003,8650.002,4325.001,1666.6666666666667,22018.521266666667
2018-05-12,0.0,5108.2300000000005,1640.6162500000003,6942.476,3471.238,1666.6666666666667,18829.22691666667
2018-05-13,0.0,4888.77,1801.4171000000001,7240.4580000000005,3620.2290000000003,1666.6666666666667,19217.54076666667
2018-05-14,0.0,8351.5,1562.8158,12410.78,6205.39,1666.6666666666667,30197.15246666667
2018-05-15,0.0,8364.95,1469.8831000000002,9867.858,4933.929,1666.6666666666667,26303.28676666667
2018-05-16,1030341.852,8447.07,1359.3727000000001,12937.774000000001,6468.887000000001,1666.6666666666667,1061221.6223666668
2018-05-17,0.0,4469.38,2093.0014,7184.002,3592.001,1666.6666666666667,19005.05106666667
2018-05-18,0.0,4808.26,1623.56565,7285.954,3642.977,1666.6666666666667,19027.423316666667
2018-05-19,0.0,3109.84,2117.9816,5638.246,2819.123,1666.6666666666667,15351.857266666666
2018-05-20,0.0,3488.43,1157.5312000000001,4603.396,2301.698,1666.6666666666667,13217.721866666665
2018-05-21,0.0,4216.62,1196.1789,5889.342000000001,2944.6710000000003,1666.6666666666667,15913.478566666667
2018-05-22,0.0,4192.36,1046.9165,6352.264,3176.132,1666.6666666666667,16434.339166666665
2018-05-23,0.0,2761.24,1117.1615,4052.46,2026.23,1666.6666666666667,11623.758166666667
2018-05-24,0.0,2201.41,927.8076500000001,4455.740000000001,2227.8700000000003,1666.6666666666667,11479.494316666667
2018-05-25,0.0,2248.45,835.9974000000001,3627.474,1813.737,1666.6666666666667,10192.325066666666
2018-05-26,0.0,2114.92,663.2496500000001,3382.818,1691.409,1666.6666666666667,9519.063316666667
2018-05-27,0.0,2170.43,696.0114000000001,2938.7360000000003,1469.3680000000002,1666.6666666666667,8941.212066666667
2018-05-28,0.0,3412.52,590.3562000000001,6022.9980000000005,3011.4990000000003,1666.6666666666667,14704.039866666666
2018-05-29,0.0,3858.55,775.6920500000001,5888.2660000000005,2944.1330000000003,1666.6666666666667,15133.307716666666
2018-05-30,0.0,3315.08,732.6119500000001,4505.814,2252.907,1666.6666666666667,12473.079616666668
2018-05-31,0.0,3045.24,1055.00045,5631.304,2815.652,1666.6666666666667,14213.863116666666
2018-06-01,0.0,4983.75,796.1086,7456.810000000001,3728.4050000000007,1666.6666666666667,18631.74026666667
2018-06-02,0.0,3673.37,959.5533500000001,5787.9980000000005,2893.9990000000003,1666.6666666666667,14981.587016666666
2018-06-03,0.0,4408.24,908.2482500000001,6573.982,3286.991,1666.6666666666667,16844.127916666668
2018-06-04,0.0,5704.0,1198.38355,6865.280000000001,3432.6400000000003,1666.6666666666667,18866.97021666667
2018-06-05,0.0,5392.36,1183.9824500000002,7221.19,3610.595,1666.6666666666667,19074.794116666668
2018-06-06,0.0,6042.58,1253.1029,6435.396000000001,3217.6980000000003,1666.6666666666667,18615.44356666667
2018-06-07,0.0,5655.9800000000005,1067.2382,8535.276,4267.638,1666.6666666666667,21192.798866666668
2018-06-08,0.0,4926.79,1206.0230000000001,6359.4400000000005,3179.7200000000003,1666.6666666666667,17338.63966666667
2018-06-09,0.0,4708.69,1211.80955,6806.756,3403.378,1666.6666666666667,17797.300216666667
2018-06-10,0.0,4764.35,1413.8334,6028.150000000001,3014.0750000000003,1666.6666666666667,16887.075066666668
2018-06-11,0.0,7643.58,1072.62505,11469.112000000001,5734.5560000000005,1666.6666666666667,27586.53971666667
2018-06-12,0.0,6393.43,1283.7562500000001,9352.486,4676.243,1666.6666666666667,23372.581916666673
2018-06-13,0.0,6863.56,1181.9682,8218.467999999999,4109.2339999999995,1666.6666666666667,22039.896866666666
2018-06-14,0.0,5202.61,1940.4500500000001,6541.442,3270.721,1666.6666666666667,18621.88971666667
2018-06-15,0.0,4867.15,1526.4168500000003,6257.142,3128.571,1666.6666666666667,17445.946516666667
2018-06-16,918444.861,4384.03,1458.3838500000002,5800.0160000000005,2900.0080000000003,1666.6666666666667,934653.9655166666
2018-06-17,0.0,3435.19,1226.0342500000002,4150.304,2075.152,1666.6666666666667,12553.346916666665
2018-06-18,0.0,6245.41,914.2707000000001,8147.496000000001,4073.7480000000005,1666.6666666666667,21047.591366666667
2018-06-19,0.0,5359.31,1192.7765500000003,7965.2660000000005,3982.6330000000003,1666.6666666666667,20166.65221666667
2018-06-20,0.0,5528.52,1006.92165,6850.3,3425.15,1666.6666666666667,18477.55831666667
2018-06-21,0.0,5598.41,1251.3385500000002,6660.398,3330.199,1666.6666666666667,18507.01221666667
2018-06-22,0.0,3945.89,1570.3807,5750.630000000001,2875.3150000000005,1666.6666666666667,15808.882366666669
2018-06-23,0.0,3669.57,980.1340500000001,4220.318,2110.159,1666.6666666666667,12646.847716666665
2018-06-24,0.0,4988.0,1021.6489500000001,5858.318,2929.159,1666.6666666666667,16463.792616666666
2018-06-25,0.0,5697.78,899.41775,8348.660000000002,4174.330000000001,1666.6666666666667,20786.85441666667
2018-06-26,0.0,6611.09,906.2991000000001,7454.776,3727.388,1666.6666666666667,20366.21976666667
2018-06-27,0.0,6009.45,1172.6197,6501.186000000001,3250.5930000000003,1666.6666666666667,18600.51536666667
2018-06-28,0.0,6554.28,1456.0413,7748.188000000001,3874.0940000000005,1666.6666666666667,21299.26996666667
2018-06-29,0.0,4617.18,1251.3711,5009.732,2504.866,1666.6666666666667,15049.815766666667
2018-06-30,0.0,3241.82,1149.4553,3724.342,1862.171,1666.6666666666667,11644.454966666666
2018-07-01,0.0,4691.2300000000005,1140.8999000000001,5812.14,2906.07,1666.6666666666667,16217.006566666667
2018-07-02,0.0,6241.21,863.8805000000001,5822.682000000001,2911.3410000000003,1666.6666666666667,17505.780166666667
2018-07-03,0.0,5138.96,801.3565000000001,6272.276000000001,3136.1380000000004,1666.6666666666667,17015.39716666667
2018-07-04,0.0,5905.88,1037.19595,8263.706,4131.853,1666.6666666666667,21005.301616666668
2018-07-05,0.0,5125.28,1058.3699000000001,6743.126,3371.563,1666.6666666666667,17965.005566666667
2018-07-06,0.0,3103.13,1142.1662000000001,4421.7339999999995,2210.8669999999997,1666.6666666666667,12544.563866666667
2018-07-07,0.0,2200.68,1396.6463,2255.448,1127.724,1666.6666666666667,8647.164966666665
2018-07-08,0.0,3086.3,1002.4430500000001,3458.852,1729.426,1666.6666666666667,10943.687716666665
2018-07-09,0.0,3557.32,564.07995,4624.434,2312.217,1666.6666666666667,12724.717616666667
2018-07-10,0.0,3522.2,492.41465000000005,4449.354,2224.677,1666.6666666666667,12355.312316666666
2018-07-11,0.0,3605.66,665.4067,4407.332,2203.666,1666.6666666666667,12548.731366666665
2018-07-12,0.0,3258.86,855.4682500000001,4590.166,2295.083,1666.6666666666667,12666.243916666666
2018-07-13,0.0,4885.17,754.8198,6505.878000000001,3252.9390000000003,1666.6666666666667,17065.473466666666
2018-07-14,0.0,4149.56,915.6609000000002,5238.854,2619.427,1666.6666666666667,14590.168566666665
2018-07-15,0.0,4435.44,745.2637500000001,6886.586,3443.293,1666.6666666666667,17177.249416666666
2018-07-16,888057.747,6428.8,1331.2096000000001,7509.624000000001,3754.8120000000004,1666.6666666666667,908748.8592666666
2018-07-17,0.0,5296.89,1203.94715,7006.076,3503.038,1666.6666666666667,18676.61781666667
2018-07-18,0.0,7790.66,970.70995,9796.83,4898.415,1666.6666666666667,25123.28161666667
2018-07-19,0.0,6205.66,1207.1269,8982.25,4491.125,1666.6666666666667,22552.828566666667
2018-07-20,0.0,6007.43,1513.827,7581.124000000001,3790.5620000000004,1666.6666666666667,20559.60966666667
2018-07-21,0.0,4285.66,1618.6156000000003,5038.8460000000005,2519.4230000000002,1666.6666666666667,15129.211266666667
2018-07-22,0.0,5053.64,1223.6647500000001,6202.412,3101.206,1666.6666666666667,17247.589416666666
2018-07-23,0.0,8011.23,1238.1428500000002,9562.35,4781.175,1666.6666666666667,25259.564516666665
2018-07-24,0.0,6557.68,1064.9513000000002,9616.688,4808.344,1666.6666666666667,23714.32996666667
2018-07-25,0.0,7458.14,1273.81835,9566.162,4783.081,1666.6666666666667,24747.86801666667
2018-07-26,0.0,6459.07,1946.9726500000002,8264.622000000001,4132.311000000001,1666.6666666666667,22469.64231666667
2018-07-27,0.0,4959.38,1638.90825,6666.224000000001,3333.1120000000005,1666.6666666666667,18264.29091666667
2018-07-28,0.0,4855.0,1368.07895,6013.024,3006.512,1666.6666666666667,16909.281616666667
2018-07-29,0.0,4823.6,1274.3129000000001,6895.218,3447.609,1666.6666666666667,18107.40656666667
2018-07-30,0.0,6593.97,1164.3989000000001,8892.148,4446.074,1666.6666666666667,22763.257566666667
2018-07-31,0.0,0.0,1409.8059500000002,0.0,0.0,1666.6666666666667,3076.472616666667
